weight,age,height,size
54,25.0,167.64,S
63,29.0,167.64,S
47,36.0,170.18,S
81,37.0,167.64,XXXL
86,47.0,180.34,XXXL
53,47.0,154.94,S
99,30.0,165.1,XXXL
65,47.0,162.56,XXXL
56,22.0,162.56,S
79,55.0,167.64,XXXL
72,27.0,165.1,XXXL
65,28.0,175.26,XXXL
70,38.0,162.56,XXXL
55,34.0,162.56,S
72,29.0,165.1,XXXL
59,33.0,165.1,L
74,26.0,167.64,XXXL
50,29.0,170.18,S
61,34.0,165.1,L
63,38.0,162.56,L
68,33.0,180.34,L
68,35.0,160.02,XXXL
61,30.0,172.72,S
52,31.0,165.1,S
74,28.0,167.64,XXXL
65,47.0,175.26,XXXL
129,39.0,167.64,XXXL
77,37.0,162.56,XXXL
52,30.0,160.02,S
61,29.0,170.18,L
52,32.0,162.56,S
68,33.0,162.56,XXXL
81,31.0,182.88,XXXL
58,46.0,160.02,S
62,55.0,152.4,XXXL
80,41.0,170.18,XXXL
48,30.0,154.94,S
97,25.0,177.8,XXXL
65,27.0,172.72,L
83,37.0,172.72,XXXL
65,39.0,172.72,L
71,39.0,175.26,XXXL
61,38.0,152.4,S
63,30.0,160.02,L
45,22.0,165.1,S
58,57.0,160.02,L
58,35.0,157.48,S
56,43.0,157.48,L
63,31.0,172.72,L
58,30.0,165.1,L
54,34.0,160.02,S
61,28.0,162.56,S
63,58.0,165.1,XXXL
65,27.0,172.72,L
58,28.0,154.94,L
63,55.0,167.64,L
72,54.0,172.72,XXXL
65,33.0,162.56,L
61,40.0,162.56,L
65,30.0,167.64,L
58,29.0,167.64,S
49,40.0,157.48,S
72,24.0,177.8,XXXL
57,29.0,165.1,S
68,35.0,172.72,L
55,31.0,177.8,S
86,33.0,177.8,XXXL
55,46.0,167.64,S
54,35.0,154.94,S
79,28.0,177.8,XXXL
48,24.0,167.64,S
71,39.0,175.26,XXXL
58,28.0,162.56,S
72,36.0,157.48,XXXL
53,35.0,157.48,S
83,47.0,157.48,XXXL
108,40.0,175.26,XXXL
76,36.0,167.64,XXXL
60,35.0,165.1,S
81,35.0,175.26,XXXL
52,36.0,160.02,S
58,39.0,160.02,L
63,53.0,177.8,L
63,38.0,160.02,L
58,27.0,157.48,L
52,42.0,162.56,S
58,30.0,152.4,L
81,36.0,162.56,XXXL
83,35.0,170.18,XXXL
58,29.0,157.48,S
58,33.0,165.1,S
56,28.0,165.1,S
72,41.0,157.48,XXXL
52,27.0,160.02,S
58,29.0,154.94,S
64,26.0,167.64,L
61,33.0,175.26,S
70,34.0,162.56,XXXL
54,42.0,162.56,S
53,28.0,157.48,S
74,29.0,177.8,XXXL
63,47.0,172.72,L
56,33.0,165.1,S
62,32.0,170.18,S
72,28.0,165.1,XXXL
54,58.0,170.18,L
63,31.0,165.1,L
56,48.0,170.18,S
52,26.0,170.18,S
81,56.0,167.64,XXXL
49,29.0,160.02,S
46,27.0,152.4,S
81,40.0,172.72,XXXL
54,35.0,165.1,S
55,33.0,162.56,S
56,36.0,172.72,S
95,46.0,162.56,XXXL
70,29.0,167.64,L
63,32.0,160.02,L
65,53.0,162.56,XXXL
56,30.0,175.26,S
58,48.0,160.02,S
53,31.0,165.1,S
64,38.0,170.18,L
72,33.0,172.72,XXXL
54,41.0,167.64,S
58,28.0,157.48,L
52,31.0,162.56,S
65,31.0,170.18,L
64,27.0,160.02,XXXL
58,33.0,172.72,L
77,37.0,165.1,XXXL
65,34.0,162.56,L
45,37.0,154.94,S
65,26.0,162.56,L
65,31.0,167.64,XXXL
56,27.0,165.1,S
61,34.0,162.56,XXXL
65,17.0,172.72,S
55,56.0,162.56,XXXL
86,32.0,162.56,XXXL
56,32.0,157.48,S
52,57.0,162.56,S
70,46.0,165.1,XXXL
56,25.0,167.64,S
77,34.0,182.88,XXXL
68,33.0,162.56,XXXL
88,41.0,157.48,XXXL
61,38.0,162.56,L
81,27.0,182.88,XXXL
72,30.0,172.72,XXXL
52,25.0,170.18,S
58,33.0,167.64,L
68,36.0,167.64,L
68,59.0,147.32,XXXL
54,28.0,170.18,S
58,29.0,165.1,S
86,32.0,162.56,XXXL
65,41.0,167.64,XXXL
52,38.0,165.1,S
70,50.0,162.56,XXXL
57,36.0,152.4,XXXL
58,40.0,160.02,L
81,29.0,177.8,XXXL
22,29.0,167.64,L
72,28.0,162.56,XXXL
81,25.0,165.1,XXXL
58,44.0,157.48,L
56,36.0,154.94,L
61,28.0,160.02,L
48,35.0,160.02,S
61,27.0,170.18,S
68,32.0,160.02,L
70,27.0,162.56,L
61,28.0,162.56,L
79,33.0,160.02,L
90,35.0,167.64,XXXL
75,27.0,165.1,XXXL
56,36.0,160.02,S
54,36.0,160.02,L
54,30.0,167.64,S
58,33.0,165.1,S
65,32.0,172.72,L
52,26.0,162.56,S
56,25.0,167.64,S
102,35.0,165.1,XXXL
56,28.0,160.02,S
45,22.0,154.94,S
61,28.0,172.72,L
72,29.0,172.72,XXXL
77,23.0,177.8,L
63,32.0,170.18,L
52,33.0,165.1,S
63,33.0,160.02,L
72,69.0,167.64,XXXL
68,35.0,170.18,L
56,30.0,172.72,S
56,28.0,167.64,S
63,29.0,175.26,L
68,34.0,162.56,XXXL
61,37.0,165.1,L
63,26.0,152.4,L
61,45.0,167.64,XXXL
69,44.0,170.18,XXXL
59,23.0,167.64,S
55,26.0,170.18,S
61,32.0,162.56,L
56,48.0,177.8,L
86,35.0,162.56,XXXL
53,35.0,167.64,S
64,31.0,157.48,L
56,36.0,167.64,S
56,32.0,157.48,L
58,29.0,172.72,S
58,39.0,157.48,L
63,43.0,167.64,L
68,41.0,162.56,XXXL
56,39.0,160.02,L
81,34.0,175.26,XXXL
95,28.0,165.1,XXXL
83,29.0,182.88,XXXL
52,36.0,167.64,S
56,29.0,157.48,S
63,49.0,165.1,L
65,57.0,177.8,XXXL
52,42.0,167.64,S
70,33.0,160.02,XXXL
52,28.0,152.4,S
74,31.0,170.18,XXXL
54,32.0,170.18,S
86,38.0,177.8,XXXL
50,33.0,152.4,S
69,24.0,177.8,L
67,33.0,167.64,L
58,30.0,160.02,S
54,32.0,162.56,S
61,28.0,162.56,L
74,25.0,167.64,XXXL
61,46.0,160.02,L
72,27.0,170.18,XXXL
58,31.0,167.64,S
61,36.0,175.26,L
64,40.0,165.1,L
52,25.0,157.48,S
57,34.0,162.56,S
81,36.0,167.64,XXXL
52,32.0,160.02,S
55,29.0,157.48,L
90,50.0,175.26,XXXL
52,29.0,160.02,S
58,37.0,167.64,L
55,27.0,162.56,S
56,30.0,162.56,S
58,36.0,157.48,S
61,33.0,162.56,L
61,37.0,167.64,L
52,33.0,157.48,S
77,50.0,167.64,XXXL
74,30.0,170.18,XXXL
56,30.0,167.64,S
58,39.0,165.1,S
54,36.0,177.8,S
52,28.0,157.48,S
77,51.0,165.1,XXXL
52,32.0,160.02,S
76,47.0,165.1,XXXL
65,33.0,162.56,XXXL
61,32.0,162.56,L
77,48.0,177.8,XXXL
108,34.0,165.1,XXXL
60,69.0,167.64,L
55,45.0,167.64,S
72,28.0,177.8,XXXL
79,31.0,162.56,XXXL
72,43.0,162.56,XXXL
81,48.0,165.1,XXXL
54,35.0,152.4,S
81,30.0,177.8,XXXL
58,46.0,170.18,XXXL
52,24.0,162.56,S
63,28.0,177.8,L
52,36.0,167.64,S
56,28.0,170.18,S
63,27.0,160.02,S
74,23.0,182.88,XXXL
79,53.0,165.1,XXXL
63,35.0,160.02,XXXL
51,34.0,160.02,S
52,31.0,172.72,S
77,32.0,167.64,XXXL
52,39.0,172.72,S
61,38.0,172.72,L
72,38.0,167.64,L
54,37.0,157.48,S
58,32.0,167.64,L
63,30.0,162.56,L
70,54.0,172.72,XXXL
56,35.0,154.94,L
89,34.0,167.64,XXXL
60,36.0,172.72,L
52,28.0,170.18,S
61,45.0,167.64,XXXL
66,27.0,177.8,S
72,32.0,167.64,XXXL
72,28.0,162.56,XXXL
63,30.0,172.72,L
90,29.0,160.02,XXXL
65,54.0,175.26,L
58,40.0,162.56,XXXL
90,37.0,162.56,XXXL
49,47.0,162.56,S
63,29.0,167.64,L
79,18.0,170.18,XXXL
67,27.0,157.48,L
83,32.0,165.1,XXXL
49,30.0,154.94,S
77,43.0,177.8,XXXL
54,34.0,162.56,S
56,34.0,154.94,S
65,28.0,167.64,L
72,26.0,170.18,XXXL
71,29.0,165.1,XXXL
56,23.0,160.02,S
57,30.0,157.48,S
52,117.0,165.1,S
54,37.0,160.02,S
77,27.0,170.18,XXXL
52,35.0,167.64,S
65,29.0,165.1,XXXL
55,48.0,165.1,L
61,35.0,160.02,XXXL
51,28.0,154.94,S
47,35.0,154.94,S
77,37.0,172.72,XXXL
58,20.0,154.94,S
77,48.0,177.8,XXXL
58,29.0,167.64,S
49,38.0,162.56,L
53,45.0,154.94,S
45,38.0,152.4,S
77,34.0,167.64,XXXL
58,41.0,175.26,L
77,28.0,165.1,XXXL
58,46.0,157.48,L
81,33.0,175.26,XXXL
58,32.0,157.48,S
52,26.0,160.02,S
65,38.0,165.1,L
61,31.0,167.64,S
72,41.0,162.56,XXXL
68,23.0,162.56,XXXL
77,35.0,160.02,XXXL
54,29.0,167.64,S
63,28.0,160.02,L
56,33.0,157.48,L
56,29.0,165.1,S
61,27.0,162.56,L
81,20.0,175.26,L
61,35.0,175.26,L
61,30.0,175.26,S
86,34.0,160.02,XXXL
61,29.0,154.94,XXXL
54,32.0,162.56,S
59,50.0,160.02,XXXL
55,37.0,160.02,L
54,27.0,165.1,S
63,58.0,162.56,L
104,33.0,180.34,XXXL
65,28.0,167.64,L
81,38.0,165.1,XXXL
52,28.0,157.48,S
58,47.0,165.1,L
52,19.0,165.1,S
72,47.0,182.88,XXXL
70,58.0,172.72,XXXL
70,38.0,147.32,XXXL
70,48.0,162.56,XXXL
70,40.0,167.64,XXXL
54,39.0,154.94,S
58,28.0,170.18,S
68,35.0,180.34,L
52,54.0,162.56,S
56,27.0,157.48,L
74,40.0,160.02,XXXL
62,32.0,152.4,XXXL
52,38.0,175.26,S
49,41.0,157.48,S
68,45.0,167.64,XXXL
65,46.0,172.72,L
65,35.0,167.64,L
53,35.0,160.02,S
77,32.0,172.72,XXXL
79,30.0,177.8,XXXL
51,27.0,170.18,S
55,26.0,170.18,S
50,34.0,149.86,S
63,32.0,167.64,L
63,27.0,177.8,L
55,36.0,172.72,S
58,32.0,160.02,S
63,35.0,162.56,XXXL
54,31.0,154.94,S
52,28.0,165.1,S
58,46.0,162.56,L
99,41.0,180.34,XXXL
54,26.0,157.48,S
48,48.0,167.64,S
84,46.0,182.88,XXXL
90,33.0,170.18,XXXL
52,42.0,165.1,S
51,49.0,165.1,S
61,29.0,162.56,S
54,29.0,177.8,S
72,24.0,165.1,L
61,29.0,165.1,L
52,30.0,170.18,S
56,35.0,172.72,S
47,31.0,154.94,S
58,31.0,157.48,S
62,36.0,162.56,L
63,39.0,165.1,L
68,39.0,162.56,XXXL
54,34.0,162.56,L
72,58.0,185.42,XXXL
65,30.0,165.1,L
83,31.0,170.18,XXXL
56,24.0,157.48,S
47,26.0,152.4,S
83,52.0,160.02,XXXL
136,37.0,165.1,XXXL
57,40.0,157.48,L
93,31.0,167.64,XXXL
49,20.0,160.02,S
79,34.0,157.48,XXXL
61,36.0,170.18,L
62,37.0,162.56,L
61,45.0,162.56,L
54,38.0,162.56,S
63,29.0,154.94,XXXL
65,44.0,167.64,L
49,36.0,149.86,S
77,44.0,177.8,XXXL
79,25.0,177.8,XXXL
56,33.0,162.56,S
58,46.0,160.02,L
87,32.0,177.8,XXXL
72,41.0,182.88,XXXL
83,34.0,170.18,XXXL
106,30.0,160.02,XXXL
47,35.0,152.4,S
50,27.0,162.56,S
47,33.0,154.94,S
68,32.0,170.18,L
77,38.0,172.72,XXXL
53,59.0,157.48,S
56,48.0,162.56,S
54,23.0,162.56,S
86,33.0,165.1,XXXL
48,42.0,157.48,S
62,46.0,172.72,L
49,29.0,157.48,S
72,30.0,175.26,XXXL
63,33.0,172.72,L
77,38.0,167.64,XXXL
65,34.0,157.48,L
58,30.0,160.02,S
111,25.0,165.1,XXXL
63,30.0,162.56,L
54,33.0,162.56,S
48,31.0,154.94,S
61,24.0,172.72,S
56,29.0,162.56,S
61,33.0,175.26,L
58,22.0,162.56,L
61,27.0,165.1,S
53,42.0,162.56,S
77,37.0,165.1,XXXL
58,42.0,175.26,S
90,32.0,177.8,XXXL
52,28.0,165.1,S
65,29.0,170.18,L
72,51.0,165.1,XXXL
56,43.0,170.18,S
72,40.0,175.26,XXXL
63,36.0,165.1,L
58,27.0,162.56,L
76,43.0,160.02,XXXL
54,23.0,165.1,S
53,31.0,162.56,S
79,27.0,165.1,XXXL
58,32.0,167.64,S
83,29.0,170.18,XXXL
54,39.0,162.56,S
52,36.0,162.56,S
48,43.0,162.56,S
83,28.0,167.64,XXXL
65,40.0,170.18,L
71,49.0,167.64,XXXL
72,25.0,167.64,S
58,31.0,162.56,S
74,42.0,162.56,XXXL
57,36.0,157.48,S
72,37.0,172.72,XXXL
56,56.0,162.56,L
53,31.0,157.48,S
63,38.0,170.18,L
58,31.0,162.56,L
81,46.0,172.72,XXXL
56,29.0,157.48,S
56,36.0,165.1,S
86,40.0,175.26,XXXL
63,21.0,165.1,L
58,40.0,160.02,L
50,40.0,154.94,S
81,35.0,170.18,XXXL
88,34.0,167.64,XXXL
68,38.0,175.26,L
54,30.0,157.48,S
58,34.0,152.4,L
61,30.0,167.64,L
70,31.0,167.64,XXXL
61,31.0,175.26,L
70,31.0,162.56,XXXL
60,39.0,167.64,L
63,29.0,170.18,S
49,38.0,162.56,S
52,35.0,167.64,S
58,30.0,165.1,L
58,29.0,162.56,L
90,37.0,170.18,XXXL
77,28.0,170.18,XXXL
72,32.0,160.02,XXXL
59,24.0,175.26,S
54,36.0,162.56,S
72,50.0,165.1,XXXL
58,62.0,162.56,XXXL
64,42.0,172.72,L
54,52.0,160.02,S
55,55.0,165.1,L
72,23.0,170.18,XXXL
56,30.0,160.02,S
53,32.0,165.1,S
74,40.0,172.72,XXXL
61,33.0,162.56,L
74,27.0,162.56,XXXL
99,36.0,180.34,XXXL
70,37.0,175.26,L
58,31.0,170.18,L
70,33.0,165.1,XXXL
49,19.0,154.94,S
52,27.0,165.1,S
74,33.0,165.1,XXXL
77,47.0,172.72,XXXL
51,45.0,165.1,S
61,54.0,177.8,L
56,29.0,162.56,S
62,38.0,167.64,L
52,28.0,165.1,S
63,28.0,160.02,L
48,34.0,160.02,S
52,35.0,165.1,S
88,37.0,162.56,XXXL
61,32.0,162.56,L
58,30.0,170.18,S
74,27.0,175.26,XXXL
122,30.0,162.56,XXXL
74,38.0,167.64,XXXL
70,32.0,172.72,XXXL
63,31.0,170.18,L
66,34.0,165.1,XXXL
56,27.0,165.1,L
57,30.0,162.56,S
60,33.0,175.26,S
97,33.0,162.56,XXXL
86,32.0,170.18,XXXL
71,30.0,170.18,XXXL
61,27.0,175.26,L
68,26.0,162.56,L
75,28.0,177.8,XXXL
68,36.0,177.8,L
63,39.0,172.72,L
104,31.0,172.72,XXXL
49,35.0,157.48,S
61,40.0,172.72,L
77,35.0,177.8,XXXL
55,26.0,170.18,S
80,56.0,175.26,XXXL
56,31.0,160.02,L
53,28.0,167.64,S
88,43.0,162.56,XXXL
57,34.0,170.18,S
58,35.0,172.72,S
74,31.0,170.18,XXXL
81,36.0,167.64,XXXL
59,32.0,167.64,S
68,37.0,160.02,L
60,30.0,170.18,L
48,36.0,154.94,S
81,36.0,172.72,XXXL
63,37.0,162.56,L
58,36.0,175.26,L
56,36.0,165.1,S
101,28.0,170.18,XXXL
63,44.0,172.72,XXXL
61,54.0,170.18,L
53,59.0,160.02,S
47,26.0,154.94,S
58,25.0,172.72,S
81,35.0,162.56,XXXL
90,34.0,172.72,XXXL
61,33.0,170.18,L
68,42.0,175.26,XXXL
55,39.0,172.72,S
86,35.0,167.64,XXXL
57,50.0,152.4,L
49,25.0,149.86,L
81,29.0,170.18,XXXL
56,29.0,160.02,L
49,30.0,157.48,S
74,39.0,162.56,XXXL
48,29.0,157.48,S
66,27.0,172.72,S
57,81.0,165.1,XXXL
58,43.0,170.18,L
54,35.0,157.48,S
97,32.0,172.72,XXXL
58,33.0,160.02,L
61,30.0,172.72,L
52,33.0,162.56,S
90,30.0,175.26,XXXL
81,30.0,167.64,XXXL
55,30.0,165.1,S
72,35.0,162.56,XXXL
61,39.0,154.94,L
58,22.0,157.48,L
58,33.0,165.1,S
59,40.0,165.1,L
58,26.0,180.34,S
61,36.0,172.72,S
49,38.0,157.48,S
63,31.0,177.8,S
70,32.0,177.8,L
62,28.0,167.64,L
58,35.0,154.94,L
85,31.0,157.48,XXXL
58,47.0,160.02,L
88,32.0,170.18,XXXL
79,28.0,160.02,XXXL
53,42.0,157.48,S
61,26.0,167.64,S
54,24.0,170.18,S
70,39.0,172.72,XXXL
61,30.0,162.56,L
81,34.0,162.56,XXXL
54,33.0,157.48,S
61,32.0,162.56,L
56,21.0,167.64,L
77,48.0,177.8,XXXL
63,31.0,175.26,L
58,29.0,162.56,S
61,26.0,165.1,L
57,29.0,172.72,S
63,29.0,170.18,L
56,26.0,165.1,L
70,31.0,162.56,XXXL
54,34.0,167.64,S
74,36.0,170.18,XXXL
52,34.0,165.1,S
79,37.0,170.18,XXXL
72,36.0,149.86,XXXL
60,33.0,160.02,L
58,26.0,167.64,L
63,37.0,170.18,L
52,40.0,160.02,S
54,32.0,160.02,S
52,28.0,160.02,S
56,31.0,160.02,S
61,44.0,177.8,S
58,33.0,182.88,S
78,24.0,172.72,XXXL
58,40.0,152.4,L
79,36.0,172.72,XXXL
58,46.0,162.56,L
104,29.0,170.18,XXXL
65,33.0,167.64,L
56,32.0,157.48,L
57,30.0,162.56,S
72,29.0,182.88,XXXL
63,29.0,160.02,L
58,27.0,165.1,S
60,38.0,162.56,L
58,33.0,165.1,S
61,52.0,162.56,L
60,30.0,157.48,L
55,35.0,160.02,S
52,38.0,162.56,S
63,30.0,167.64,L
56,27.0,167.64,S
72,28.0,160.02,XXXL
60,36.0,160.02,L
62,41.0,167.64,L
70,33.0,160.02,XXXL
59,34.0,157.48,L
81,35.0,175.26,XXXL
64,30.0,165.1,XXXL
58,40.0,167.64,S
52,25.0,162.56,S
49,33.0,157.48,S
74,30.0,180.34,XXXL
56,54.0,154.94,S
81,2.0,177.8,XXXL
65,29.0,170.18,L
68,30.0,165.1,XXXL
65,33.0,175.26,L
52,29.0,170.18,S
61,34.0,172.72,L
68,37.0,165.1,XXXL
58,26.0,172.72,S
74,40.0,167.64,XXXL
86,44.0,160.02,XXXL
56,39.0,167.64,L
56,32.0,170.18,S
105,35.0,165.1,XXXL
55,27.0,172.72,L
65,31.0,157.48,L
63,36.0,162.56,L
52,36.0,165.1,S
72,30.0,157.48,XXXL
65,33.0,170.18,L
61,38.0,162.56,L
63,23.0,152.4,L
74,41.0,162.56,XXXL
58,24.0,157.48,S
68,30.0,170.18,XXXL
63,36.0,162.56,XXXL
56,21.0,167.64,L
70,29.0,157.48,XXXL
55,30.0,162.56,S
65,62.0,165.1,XXXL
64,31.0,165.1,L
56,32.0,160.02,S
61,30.0,154.94,S
113,33.0,172.72,XXXL
63,33.0,162.56,L
53,37.0,157.48,S
56,37.0,172.72,L
58,27.0,157.48,L
58,30.0,170.18,L
54,28.0,157.48,S
52,41.0,160.02,S
54,22.0,165.1,S
51,39.0,172.72,S
54,29.0,167.64,S
52,29.0,152.4,S
68,52.0,167.64,XXXL
52,33.0,160.02,S
74,30.0,162.56,XXXL
65,18.0,177.8,L
68,30.0,165.1,L
56,24.0,165.1,L
68,34.0,160.02,L
52,31.0,165.1,S
72,25.0,157.48,XXXL
61,40.0,175.26,L
55,27.0,157.48,S
56,46.0,175.26,S
63,36.0,175.26,S
63,29.0,175.26,L
54,32.0,170.18,S
52,30.0,160.02,S
47,34.0,162.56,S
56,31.0,160.02,L
74,26.0,170.18,XXXL
58,40.0,167.64,L
58,30.0,170.18,S
43,21.0,147.32,S
58,49.0,170.18,S
58,30.0,157.48,L
74,24.0,160.02,XXXL
58,30.0,172.72,L
57,58.0,172.72,L
58,32.0,162.56,L
51,33.0,160.02,S
63,40.0,172.72,L
49,20.0,160.02,S
75,23.0,180.34,XXXL
51,33.0,160.02,S
62,42.0,167.64,L
70,35.0,162.56,XXXL
63,33.0,154.94,S
72,43.0,162.56,XXXL
54,24.0,167.64,S
81,39.0,175.26,XXXL
54,25.0,162.56,S
64,32.0,165.1,XXXL
58,22.0,177.8,S
56,29.0,165.1,L
58,26.0,162.56,S
56,44.0,167.64,S
49,43.0,154.94,S
56,37.0,167.64,S
61,33.0,177.8,S
83,35.0,182.88,XXXL
58,31.0,175.26,S
52,39.0,162.56,S
74,37.0,172.72,XXXL
62,39.0,157.48,L
88,27.0,170.18,XXXL
81,25.0,175.26,XXXL
55,28.0,157.48,S
56,37.0,162.56,S
54,29.0,177.8,S
55,35.0,157.48,S
77,35.0,165.1,XXXL
59,62.0,157.48,L
70,35.0,175.26,XXXL
63,35.0,170.18,L
72,33.0,162.56,XXXL
54,39.0,162.56,L
54,28.0,170.18,S
72,27.0,165.1,XXXL
66,58.0,170.18,XXXL
53,33.0,157.48,S
58,30.0,170.18,L
53,32.0,160.02,S
56,22.0,162.56,L
54,28.0,165.1,S
49,57.0,165.1,S
70,33.0,162.56,XXXL
63,29.0,162.56,S
67,44.0,165.1,XXXL
63,41.0,167.64,L
56,28.0,170.18,S
70,28.0,175.26,XXXL
49,24.0,167.64,S
81,48.0,165.1,XXXL
49,33.0,154.94,S
70,37.0,175.26,XXXL
49,24.0,167.64,S
58,34.0,175.26,S
58,26.0,170.18,L
62,25.0,167.64,L
49,38.0,162.56,L
98,32.0,172.72,XXXL
53,35.0,167.64,S
55,30.0,162.56,S
68,47.0,165.1,XXXL
70,29.0,167.64,XXXL
52,26.0,152.4,S
77,32.0,157.48,XXXL
74,41.0,157.48,XXXL
52,30.0,157.48,S
74,35.0,172.72,XXXL
63,26.0,172.72,L
58,40.0,167.64,L
63,50.0,177.8,XXXL
70,36.0,162.56,XXXL
65,30.0,157.48,XXXL
74,38.0,175.26,XXXL
56,26.0,170.18,S
97,42.0,160.02,XXXL
72,41.0,180.34,XXXL
55,33.0,175.26,S
58,34.0,175.26,S
70,23.0,160.02,XXXL
72,33.0,162.56,XXXL
83,32.0,172.72,XXXL
56,35.0,170.18,S
54,45.0,172.72,S
74,27.0,157.48,XXXL
67,27.0,172.72,L
70,32.0,172.72,XXXL
97,34.0,162.56,XXXL
62,28.0,172.72,L
54,30.0,160.02,S
54,23.0,162.56,S
72,32.0,170.18,XXXL
58,46.0,170.18,L
58,29.0,157.48,S
56,48.0,172.72,S
58,25.0,162.56,S
72,26.0,167.64,XXXL
56,41.0,154.94,L
49,25.0,160.02,S
53,31.0,167.64,S
50,64.0,165.1,S
61,48.0,172.72,XXXL
58,28.0,172.72,L
68,39.0,157.48,XXXL
47,31.0,154.94,S
68,32.0,165.1,XXXL
61,28.0,157.48,L
60,35.0,170.18,S
70,25.0,170.18,L
99,42.0,170.18,XXXL
49,41.0,157.48,S
74,40.0,177.8,XXXL
68,34.0,167.64,XXXL
55,30.0,165.1,S
77,36.0,170.18,XXXL
77,50.0,160.02,XXXL
72,35.0,162.56,XXXL
70,28.0,165.1,XXXL
67,39.0,170.18,XXXL
58,33.0,170.18,S
61,26.0,172.72,S
49,31.0,154.94,S
54,29.0,175.26,S
57,33.0,162.56,S
53,34.0,172.72,S
61,27.0,154.94,S
63,26.0,162.56,L
61,40.0,172.72,L
74,27.0,172.72,XXXL
74,40.0,170.18,XXXL
74,35.0,160.02,XXXL
74,50.0,175.26,XXXL
54,33.0,160.02,S
54,29.0,154.94,S
72,32.0,162.56,XXXL
63,28.0,170.18,XXXL
61,34.0,172.72,L
61,36.0,157.48,L
70,20.0,154.94,XXXL
56,28.0,162.56,S
61,24.0,162.56,L
52,35.0,157.48,S
63,31.0,170.18,L
52,32.0,160.02,S
54,38.0,165.1,S
54,42.0,172.72,S
59,32.0,165.1,L
61,32.0,160.02,L
99,29.0,170.18,XXXL
49,25.0,170.18,S
45,33.0,162.56,S
52,44.0,154.94,S
65,31.0,167.64,L
58,40.0,165.1,L
49,26.0,165.1,S
58,29.0,160.02,S
86,38.0,182.88,XXXL
65,48.0,170.18,XXXL
61,35.0,162.56,L
52,40.0,172.72,S
53,36.0,165.1,S
62,36.0,172.72,S
49,43.0,170.18,S
61,21.0,162.56,L
74,36.0,157.48,XXXL
63,30.0,170.18,L
61,45.0,167.64,XXXL
63,25.0,162.56,L
72,35.0,177.8,XXXL
53,30.0,157.48,S
70,28.0,162.56,XXXL
63,30.0,162.56,L
54,24.0,154.94,S
74,28.0,180.34,XXXL
81,29.0,177.8,XXXL
72,29.0,167.64,L
63,29.0,160.02,L
57,49.0,157.48,L
53,28.0,160.02,S
63,31.0,177.8,S
53,53.0,162.56,S
52,30.0,162.56,S
88,49.0,175.26,XXXL
81,36.0,172.72,XXXL
72,32.0,157.48,XXXL
49,29.0,157.48,S
56,31.0,165.1,L
63,31.0,170.18,L
58,25.0,170.18,S
54,29.0,165.1,S
63,38.0,162.56,L
54,35.0,157.48,S
72,23.0,180.34,XXXL
58,37.0,160.02,L
58,34.0,152.4,L
65,29.0,170.18,L
52,117.0,165.1,S
51,22.0,167.64,S
79,33.0,170.18,XXXL
48,26.0,162.56,S
61,54.0,170.18,L
66,31.0,154.94,XXXL
64,30.0,162.56,L
58,35.0,162.56,S
52,44.0,160.02,S
54,31.0,160.02,S
64,36.0,182.88,L
74,27.0,177.8,XXXL
65,35.0,170.18,L
54,27.0,167.64,S
59,49.0,162.56,L
88,31.0,170.18,XXXL
65,35.0,167.64,L
61,28.0,172.72,L
74,30.0,170.18,XXXL
68,33.0,160.02,L
48,34.0,162.56,S
52,30.0,157.48,S
61,45.0,167.64,XXXL
50,42.0,152.4,S
48,23.0,154.94,S
65,32.0,167.64,XXXL
68,27.0,170.18,L
63,35.0,162.56,XXXL
58,39.0,157.48,L
58,40.0,162.56,S
77,30.0,165.1,L
73,36.0,165.1,XXXL
79,51.0,172.72,XXXL
58,31.0,160.02,S
76,28.0,162.56,XXXL
70,38.0,162.56,L
63,30.0,160.02,L
58,31.0,165.1,L
63,31.0,177.8,L
65,41.0,162.56,S
62,28.0,170.18,S
52,36.0,160.02,S
74,37.0,160.02,XXXL
63,38.0,167.64,L
68,46.0,172.72,L
56,25.0,167.64,S
56,28.0,165.1,L
58,35.0,167.64,L
72,49.0,162.56,XXXL
79,34.0,177.8,XXXL
58,37.0,165.1,S
58,35.0,177.8,L
62,30.0,167.64,L
70,28.0,165.1,XXXL
64,32.0,170.18,L
59,24.0,167.64,S
77,31.0,160.02,XXXL
95,49.0,162.56,XXXL
63,24.0,152.4,XXXL
52,25.0,157.48,S
45,24.0,157.48,S
68,33.0,180.34,L
57,33.0,160.02,S
68,29.0,165.1,XXXL
64,41.0,175.26,L
58,48.0,170.18,L
50,22.0,162.56,S
69,57.0,175.26,L
51,38.0,147.32,S
61,38.0,160.02,XXXL
63,24.0,162.56,XXXL
56,30.0,167.64,S
61,27.0,167.64,S
52,37.0,157.48,S
56,54.0,170.18,L
57,39.0,160.02,L
49,34.0,157.48,S
56,30.0,165.1,S
62,32.0,175.26,L
61,30.0,175.26,L
65,28.0,177.8,XXXL
52,30.0,160.02,S
74,34.0,165.1,XXXL
72,27.0,165.1,XXXL
65,31.0,157.48,L
72,54.0,165.1,XXXL
49,30.0,160.02,S
72,27.0,180.34,XXXL
70,34.0,167.64,XXXL
54,31.0,167.64,S
81,33.0,157.48,XXXL
47,28.0,157.48,S
62,32.0,160.02,L
63,59.0,160.02,XXXL
74,29.0,177.8,L
